Group,Site.Name,Latitude,Longitude,Date,Time,Rain.mm,Temp,RH,WindSpeed.ms,GustSpeed.ms,WindDirection.theta,WindDirection
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,13:31:00,0,11.038,57.365,1.51,5.54,328.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,13:46:00,0,11.102,57.163,1.51,4.03,294.8,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,14:01:00,0,11.81,53.552,1.51,4.53,275.2,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,14:16:00,0,12.153,55.27,1.51,6.04,290.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,14:31:00,0,12.153,53.355,1.51,5.54,292,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,14:46:00,0,12.218,52.906,1.51,4.03,276.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,15:01:00,0,12.003,52.505,2.01,4.03,285,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,15:16:00,0,12.496,51.74,1.51,4.53,265.3,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,15:31:00,0,12.389,51.255,1.51,4.03,294.8,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,15:46:00,0,12.475,50.893,1.51,4.03,271,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,16:01:00,0,12.625,49.175,1.01,3.52,276.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,16:16:00,0,12.604,50.617,1.01,3.52,296.2,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,16:31:00,0,12.882,48.756,1.01,3.02,261.1,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,16:46:00,0,12.797,49.029,0.5,3.52,294.8,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,17:01:00,0,11.724,50.233,1.01,3.52,315.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,17:16:00,0,11.574,51.086,1.01,2.52,307.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,17:31:00,0,11.617,51.954,0,2.01,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,17:46:00,0,10.48,56.252,0,1.01,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,18:01:00,0,10.008,58.468,0,1.51,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,18:16:00,0,9.301,61.952,0,1.51,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,18:31:00,0,8.807,64.465,0,1.01,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,18:46:00,0,8.207,66.708,0,1.01,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,19:01:00,0,7.177,74.421,0,0,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,19:16:00,0,7.027,73.606,0,0,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,19:31:00,0,6.62,76.295,0,0,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,19:46:00,0,5.74,82.086,0,0,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,20:01:00,0,5.569,83.493,0,0,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,20:16:00,0,5.054,85.972,0,0,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,20:31:00,0,5.011,87.947,0,0,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,20:46:00,0,4.518,89.984,0,0,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,21:01:00,0,4.475,91.092,0,0,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,21:16:00,0,4.217,92.374,0,0,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,21:31:00,0,4.389,91.8,0,0.5,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,21:46:00,0,4.26,91.934,0,0,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,22:01:00,0,4.153,90.556,0,1.01,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,22:16:00,0,3.874,91.031,0,0,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,22:31:00,0,3.724,90.939,0,0.5,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,22:46:00,0,4.325,88.606,0,1.01,301.8,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,23:01:00,0,4.239,88.775,0,1.51,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,23:16:00,0,4.046,89.604,0,0.5,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,23:31:00,0,4.196,89.073,0,1.01,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,23:46:00,0,4.41,88.19,0,0.5,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,0:01:00,0,4.561,87.936,0,1.51,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,0:16:00,0,4.754,87.488,0,1.01,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,0:31:00,0,4.904,87.607,0,0.5,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,0:46:00,0,5.011,87.095,0,1.01,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,1:01:00,0,5.311,87.141,0,0,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,1:16:00,0,5.354,86.426,0,0.5,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,1:31:00,0,5.247,87.169,0,0.5,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,1:46:00,0,5.397,86.638,0,0.5,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,2:01:00,0,5.762,84.727,0,0,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,2:16:00,0,5.59,87.094,0,0.5,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,2:31:00,0,5.29,87.778,0,1.01,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,2:46:00,0,5.204,88.157,0,0.5,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,3:01:00,0,5.075,89.314,0,1.01,292,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,3:16:00,0,4.904,89.424,0,1.01,294.8,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,3:31:00,0,4.754,91.15,0,0,294.8,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,3:46:00,0,4.41,91.435,0,1.01,293.4,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,4:01:00,0,4.217,92.184,0,1.51,292,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,4:16:00,0,4.389,91.714,0,0.5,292,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,4:31:00,0,4.604,91.092,0,1.01,293.4,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,4:46:00,0,4.711,90.216,0,1.01,292,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,5:01:00,0,4.625,90.719,0,1.51,292,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,5:16:00,0,4.754,89.955,0,1.51,292,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,5:31:00,0,4.968,89.2,0,1.51,53.3,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,5:46:00,0,5.14,88.467,0,1.01,68.8,E
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,6:01:00,0,5.054,88.737,0,0.5,68.8,E
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,6:16:00,0,4.904,89.52,0,0.5,68.8,E
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,6:31:00,0,4.732,90.872,0,1.01,68.8,E
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,6:46:00,0,4.861,91.023,0,0.5,68.8,E
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,7:01:00,0,5.097,90.446,0,1.51,68.8,E
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,7:16:00,0,5.397,89.607,0,0.5,70.2,E
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,7:31:00,0,5.29,90.684,0,1.01,70.2,E
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,7:46:00,0,5.59,88.359,0,1.01,68.8,E
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,8:01:00,0,5.612,88.304,0,1.51,56.2,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,8:16:00,0,5.762,87.547,0,0.5,53.3,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,8:31:00,0,5.976,86.825,0,0.5,53.3,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,8:46:00,0,6.276,85.602,0,1.01,54.8,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,9:01:00,0,7.885,80.58,0,1.01,53.3,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,9:16:00,0,9.687,71.977,0,1.01,53.3,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,9:31:00,0,11.274,66.307,0,0.5,53.3,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,9:46:00,0,11.66,64.199,0,1.01,54.8,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,10:01:00,0,13.74,54.977,0,1.51,46.3,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,10:16:00,0,13.826,56.042,0,1.01,42.1,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,10:31:00,0,15.799,50.072,0,1.01,42.1,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,10:46:00,0,16.722,39.994,0.5,3.02,35.1,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,11:01:00,0,16.636,35.647,1.51,4.53,212,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,11:16:00,0,17.408,36.445,1.51,4.53,216.2,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,11:31:00,0,17.322,34.087,1.01,4.03,199.4,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,11:46:00,0,17.193,35.505,1.01,3.02,189.5,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,12:01:00,0,18.695,33.893,1.01,4.03,202.2,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,12:16:00,0,16.979,36.271,1.01,5.03,190.9,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,12:31:00,0,17.386,36.422,1.01,3.02,202.2,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,12:46:00,0,17.837,35.473,0.5,3.02,213.4,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,13:01:00,0,18.33,34.311,0.5,3.02,192.3,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,13:16:00,0,18.845,34.476,0,2.52,174.1,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,13:31:00,0,18.373,37.401,0,3.02,146,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,13:46:00,0,19.574,37.223,0,1.51,150.2,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,14:01:00,0,20.561,31.17,0.5,2.01,133.4,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,14:16:00,0,21.033,27.201,0.5,3.02,190.9,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,14:31:00,0,20.518,26.255,1.01,4.03,224.6,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,14:46:00,0,20.84,27.156,1.01,4.53,223.2,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,15:01:00,0,20.647,25.705,1.01,4.03,212,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,15:16:00,0,20.454,26.949,0.5,3.02,202.2,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,15:31:00,0,21.183,25.646,0.5,2.52,207.8,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,15:46:00,0,20.84,27.527,0.5,3.02,216.2,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,16:01:00,0,21.612,26.154,0.5,3.02,195.1,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,16:16:00,0,22.062,25.887,0.5,3.52,213.4,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,16:31:00,0,21.912,28.411,1.01,4.53,176.9,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,16:46:00,0,21.376,29.262,1.01,3.02,154.4,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,17:01:00,0,21.354,29.499,0,3.02,165.7,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,17:16:00,0,20.818,30.192,0.5,3.02,134.8,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,17:31:00,0,20.368,31.221,0.5,3.02,155.8,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,17:46:00,0,19.338,32.827,0.5,2.52,174.1,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,18:01:00,0,18.845,35.322,0,3.02,160,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,18:16:00,0,17.687,36.065,0,1.01,113.7,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,18:31:00,0,16.872,39.573,0,1.51,132,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,18:46:00,0,16.915,39.243,0,1.01,139,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,19:01:00,0,16.443,41.93,0,1.51,144.6,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,19:16:00,0,16.207,40.795,0,1.01,171.3,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,19:31:00,0,16.057,41.425,0,1.01,154.4,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,19:46:00,0,16.142,38.657,0,1.51,153,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,20:01:00,0,14.126,48.072,0,1.01,153,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,20:16:00,0,13.655,52.084,0,1.01,153,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,20:31:00,0,13.547,52.367,0,0.5,153,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,20:46:00,0,12.861,53.62,0,0.5,153,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,21:01:00,0,14.062,48.553,0,1.01,132,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,21:16:00,0,16.121,39.559,0,1.01,112.3,E
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,21:31:00,0,16.293,38.346,0,1.51,153,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,21:46:00,0,16.357,39.898,0,1.51,137.6,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,22:01:00,0,15.628,41.921,0,1.51,137.6,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,22:16:00,0,15.263,43.16,0,0.5,139,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,22:31:00,0,14.663,45.286,0,0.5,139,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,22:46:00,0,14.019,47.643,0,1.01,132,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,23:01:00,0,13.826,49.976,0,0.5,127.8,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,23:16:00,0,15.349,43.595,0.5,2.01,129.2,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,23:31:00,0,15.885,42.745,0,2.01,123.5,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/24/2023,23:46:00,0,15.885,43.073,0.5,2.01,175.5,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,0:01:00,0,15.692,43.784,0,2.01,174.1,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,0:16:00,0,15.006,45.811,0,1.51,174.1,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,0:31:00,0,15.156,46.493,0.5,2.01,174.1,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,0:46:00,0,15.563,44.868,0.5,2.52,174.1,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,1:01:00,0,15.306,45.687,0.5,2.52,171.3,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,1:16:00,0,15.649,44.732,0.5,2.01,178.3,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,1:31:00,0,15.714,45.197,1.01,3.02,167.1,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,1:46:00,0,15.885,45.295,0.5,2.52,172.7,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,2:01:00,0,16.142,44.988,0,2.52,181.1,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,2:16:00,0,16.293,45.806,0.5,3.02,161.5,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,2:31:00,0,16.4,44.762,0.5,2.01,169.9,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,2:46:00,0,16.014,44.594,0,2.01,161.5,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,3:01:00,0,16.035,45.551,0,2.52,143.2,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,3:16:00,0,16.1,45.341,0.5,2.01,160,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,3:31:00,0,16.336,43.853,0.5,2.52,165.7,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,3:46:00,0,16.142,44.855,0.5,3.52,162.9,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,4:01:00,0,16.1,45.18,0.5,4.03,155.8,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,4:16:00,0,16.121,46.435,0,2.01,155.8,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,4:31:00,0,16.078,45.634,0,2.52,139,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,4:46:00,0,15.714,47.19,0,3.02,168.5,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,5:01:00,0,16.164,45.441,0.5,2.52,150.2,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,5:16:00,0,16.357,46.32,0.5,3.02,153,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,5:31:00,0,16.657,44.425,0.5,2.52,161.5,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,5:46:00,0,16.55,45.11,0,2.01,137.6,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,6:01:00,0,16.571,45.144,0,1.51,169.9,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,6:16:00,0,16.035,47.781,0,1.51,155.8,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,6:31:00,0,16.142,46.613,0,2.01,137.6,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,6:46:00,0,16.185,47.958,0,1.51,146,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,7:01:00,0,15.413,52.047,0,1.01,144.6,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,7:16:00,0,15.177,53.205,0,0.5,144.6,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,7:31:00,0,15.156,53.237,0,1.01,144.6,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,7:46:00,0,15.327,53.091,0,1.51,133.4,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,8:01:00,0,14.941,55.076,0,0.5,141.8,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,8:16:00,0,15.22,55.407,0,1.01,141.8,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,8:31:00,0,15.606,54.583,0,1.01,136.2,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,8:46:00,0,16.614,50.549,0,1.01,136.2,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,9:01:00,0,16.507,53.881,0,1.01,134.8,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,9:16:00,0,16.378,57.488,0,1.51,42.1,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,9:31:00,0,17.88,52.006,0,1.51,43.5,NE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,9:46:00,0,18.545,48.293,0,2.01,74.4,E
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,10:01:00,0,18.523,48.585,0.5,2.01,120.7,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,10:16:00,0,18.716,48.832,0,1.51,119.3,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,10:31:00,0,19.767,46.955,0,1.51,129.2,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,10:46:00,0,20.368,46.772,0,1.01,130.6,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,11:01:00,0,21.397,47.323,0,1.01,129.2,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,11:16:00,0,20.925,47.33,0.5,1.51,129.2,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,11:31:00,0,22.019,48.998,0,0.5,129.2,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,11:46:00,0,22.834,47.312,0,1.01,129.2,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,12:01:00,0,24.572,43.917,0.5,3.52,136.2,SE
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,12:16:00,0,25.129,38.076,1.01,3.52,228.8,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,12:31:00,0,24.336,38.634,1.01,3.52,227.4,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,12:46:00,0,24.486,38.335,1.01,4.53,226,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,13:01:00,0,24.057,40.003,2.01,5.03,240.1,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,13:16:00,0,24.164,39.065,1.51,5.54,237.3,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,13:31:00,0,24.228,40.117,2.52,5.03,255.5,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,13:46:00,0,24.035,39.301,2.01,5.03,259.7,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,14:01:00,0,23.928,40.07,1.01,4.53,261.1,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,14:16:00,0,23.821,39.232,1.51,5.54,242.9,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,14:31:00,0,23.671,38.431,1.01,4.03,223.2,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,14:46:00,0,24.078,37.639,0.5,2.01,199.4,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,15:01:00,0,24.507,37.436,0.5,3.52,189.5,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,15:16:00,0,24.271,37.006,0,2.52,193.7,S
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,15:31:00,0,24.529,35.657,0.5,3.52,209.2,SW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/25/2023,15:46:00,0,24.679,35.506,0,2.01,210.6,SW
